Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Age_Group,Total_Online_Purchases,Total_Store_Purchases
Graduate,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,63,1033,Partner,0,2,0,"(60, 70]",9,4
Graduate,34728.0,1,0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,39,36,Partner,1,3,1,"(30, 40]",2,2
Postgraduate,33168.0,0,1,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,60,122,Alone,1,2,1,"(50, 60]",3,4
Postgraduate,33585.0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,59,122,Partner,1,3,1,"(50, 60]",2,4
Postgraduate,77037.0,0,1,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,65,1123,Partner,1,3,1,"(60, 70]",14,12
Graduate,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,41,497,Partner,1,3,1,"(40, 50]",7,5
Graduate,44529.0,0,1,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,59,691,Partner,1,3,1,"(50, 60]",8,11
Undergraduate,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,60,1363,Partner,0,2,0,"(50, 60]",12,7
Postgraduate,28764.0,1,1,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,59,12,Partner,2,4,1,"(50, 60]",1,2
Postgraduate,69098.0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,76,2440,Partner,0,2,0,"(70, 80]",15,9
Undergraduate,25959.0,1,1,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,55,56,Alone,2,3,1,"(50, 60]",3,2
Postgraduate,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,42,37,Partner,1,3,1,"(40, 50]",1,3
Graduate,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,40,968,Alone,0,1,0,"(30, 40]",8,12
Graduate,42557.0,0,1,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,51,270,Partner,1,3,1,"(50, 60]",7,4
Postgraduate,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,74,278,Partner,0,2,0,"(70, 80]",6,5
Graduate,72228.0,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,73,1250,Alone,0,1,0,"(70, 80]",13,8
Graduate,67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,38,938,Partner,0,2,0,"(30, 40]",10,6
Postgraduate,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,76,1178,Partner,2,4,1,"(70, 80]",7,10
Graduate,65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,67,1155,Partner,2,4,1,"(60, 70]",13,11
Postgraduate,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,38,653,Alone,0,1,0,"(30, 40]",7,11
Postgraduate,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,52,49,Alone,2,3,1,"(50, 60]",2,2
Postgraduate,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,61,506,Partner,1,3,1,"(60, 70]",8,8
Graduate,16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,64,38,Partner,2,4,1,"(60, 70]",2,3
Graduate,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,33,1650,Alone,0,1,0,"(30, 40]",14,8
Undergraduate,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,60,1826,Alone,1,2,1,"(50, 60]",17,8
Graduate,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,69,18,Alone,0,1,0,"(60, 70]",1,2
Graduate,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,47,906,Partner,0,2,0,"(40, 50]",10,13
Postgraduate,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,54,46,Partner,1,3,1,"(50, 60]",3,3
Graduate,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,59,1477,Partner,1,3,1,"(50, 60]",11,8
Graduate,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,70,766,Partner,1,3,1,"(60, 70]",11,9
Graduate,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,72,47,Partner,1,3,1,"(70, 80]",2,3
Graduate,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,67,467,Partner,0,2,0,"(60, 70]",7,6
Graduate,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,64,2116,Partner,0,2,0,"(60, 70]",11,9
Postgraduate,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,44,1298,Partner,0,2,0,"(40, 50]",13,11
Undergraduate,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,49,22,Partner,2,4,1,"(40, 50]",1,3
Postgraduate,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,57,396,Alone,1,2,1,"(50, 60]",5,8
Postgraduate,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,47,20,Partner,1,3,1,"(40, 50]",1,2
Graduate,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,60,967,Alone,0,1,0,"(50, 60]",7,5
Graduate,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,54,357,Partner,1,3,1,"(50, 60]",9,4
Graduate,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,69,1401,Partner,0,2,0,"(60, 70]",11,4
Graduate,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,43,15,Partner,1,3,1,"(40, 50]",0,3
Postgraduate,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,55,2087,Alone,0,1,0,"(50, 60]",13,6
Graduate,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,48,981,Partner,1,3,1,"(40, 50]",17,5
Graduate,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,55,17,Alone,2,3,1,"(50, 60]",1,3
Postgraduate,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,67,523,Partner,0,2,0,"(60, 70]",18,4
Graduate,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,42,23,Partner,1,3,1,"(40, 50]",1,2
Postgraduate,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,67,1192,Alone,0,1,0,"(60, 70]",11,5
Postgraduate,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,52,1958,Partner,0,2,0,"(50, 60]",12,7
Postgraduate,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,51,133,Alone,1,2,1,"(50, 60]",3,4
Graduate,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,66,777,Partner,0,2,0,"(60, 70]",9,7
Postgraduate,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,53,73,Alone,2,3,1,"(50, 60]",3,3
Postgraduate,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,60,121,Partner,2,4,1,"(50, 60]",3,4
Graduate,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,46,424,Alone,1,2,1,"(40, 50]",6,8
Graduate,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,67,868,Alone,1,2,1,"(60, 70]",7,5
Undergraduate,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,39,756,Alone,0,1,0,"(30, 40]",6,8
Postgraduate,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,43,12,Partner,1,3,1,"(40, 50]",1,2
Graduate,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,46,937,Partner,1,3,1,"(40, 50]",13,10
Graduate,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,50,1862,Alone,0,1,0,"(40, 50]",11,6
Undergraduate,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,46,367,Partner,1,3,1,"(40, 50]",5,7
Graduate,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,39,443,Partner,1,3,1,"(30, 40]",9,5
Graduate,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,55,267,Partner,1,3,1,"(50, 60]",5,6
Graduate,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,53,61,Partner,1,3,1,"(50, 60]",2,3
Postgraduate,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,65,1323,Alone,0,1,0,"(60, 70]",9,11
Postgraduate,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,73,63,Partner,1,3,1,"(70, 80]",2,3
Undergraduate,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,55,64,Partner,0,2,0,"(50, 60]",2,4
Undergraduate,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,51,562,Partner,1,3,1,"(50, 60]",8,9
Graduate,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,60,312,Partner,2,4,1,"(50, 60]",5,7
Graduate,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,71,1156,Alone,0,1,0,"(70, 80]",4,11
Undergraduate,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,42,1104,Alone,0,1,0,"(40, 50]",10,5
Postgraduate,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,52,16,Alone,2,3,1,"(50, 60]",1,2
Postgraduate,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,65,2008,Alone,0,1,0,"(60, 70]",10,9
Postgraduate,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,41,44,Alone,1,2,1,"(40, 50]",3,3
Graduate,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,54,1574,Partner,1,3,1,"(50, 60]",6,5
Postgraduate,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,42,63,Partner,1,3,1,"(40, 50]",2,2
Postgraduate,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,42,426,Partner,0,2,0,"(40, 50]",8,3
Undergraduate,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,59,96,Partner,0,2,0,"(50, 60]",3,2
Undergraduate,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,47,635,Partner,1,3,1,"(40, 50]",12,6
Graduate,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,57,757,Alone,1,2,1,"(50, 60]",11,9
Postgraduate,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,46,125,Partner,1,3,1,"(40, 50]",3,4
Postgraduate,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,52,332,Alone,2,3,1,"(50, 60]",6,5
Graduate,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,46,135,Alone,1,2,1,"(40, 50]",3,4
Graduate,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,71,330,Partner,1,3,1,"(70, 80]",7,5
Graduate,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,63,384,Alone,2,3,1,"(60, 70]",8,5
Graduate,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,59,1722,Alone,2,3,1,"(50, 60]",8,6
Graduate,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,48,78,Partner,3,5,1,"(40, 50]",2,3
Undergraduate,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,40,24,Alone,0,1,0,"(30, 40]",0,3
Undergraduate,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,73,1168,Alone,0,1,0,"(70, 80]",13,11
Postgraduate,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,74,957,Partner,1,3,1,"(70, 80]",4,9
Graduate,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,58,15,Alone,2,3,1,"(50, 60]",1,2
Graduate,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,47,57,Partner,1,3,1,"(40, 50]",1,3
Graduate,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,49,1956,Partner,1,3,1,"(40, 50]",13,9
Graduate,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,40,2013,Alone,0,1,0,"(30, 40]",12,8
Undergraduate,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,51,326,Partner,1,3,1,"(50, 60]",6,6
Postgraduate,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,57,77,Partner,2,4,1,"(50, 60]",3,3
Postgraduate,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,63,1313,Alone,0,1,0,"(60, 70]",10,9
Postgraduate,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,36,30,Alone,0,1,0,"(30, 40]",3,3
Graduate,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,64,315,Partner,1,3,1,"(60, 70]",8,4
Postgraduate,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,72,660,Partner,1,3,1,"(70, 80]",8,10
Graduate,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,36,74,Partner,1,3,1,"(30, 40]",2,4
Undergraduate,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,47,46,Alone,1,2,1,"(40, 50]",3,2
Postgraduate,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,63,86,Alone,1,2,1,"(60, 70]",2,4
Graduate,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,80,1103,Alone,0,1,0,"(70, 80]",11,13
Postgraduate,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,51,61,Partner,1,3,1,"(50, 60]",3,4
Graduate,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,44,145,Partner,1,3,1,"(40, 50]",4,3
Graduate,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,69,684,Partner,2,4,1,"(60, 70]",11,8
Postgraduate,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,71,411,Partner,1,3,1,"(70, 80]",10,4
Graduate,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,39,27,Alone,1,2,1,"(30, 40]",1,2
Postgraduate,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,82,1060,Alone,0,1,0,"(80, 90]",12,13
Graduate,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,61,1459,Partner,1,3,1,"(60, 70]",14,7
Graduate,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,46,18,Partner,1,3,1,"(40, 50]",1,2
Graduate,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,51,1833,Partner,0,2,0,"(50, 60]",14,11
Postgraduate,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,65,237,Partner,1,3,1,"(60, 70]",4,6
Postgraduate,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,62,48,Alone,2,3,1,"(60, 70]",3,3
Graduate,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,49,515,Partner,2,4,1,"(40, 50]",7,9
Graduate,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,51,1020,Partner,0,2,0,"(50, 60]",10,4
Graduate,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,64,1370,Partner,0,2,0,"(60, 70]",5,5
Graduate,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,74,1026,Partner,1,3,1,"(70, 80]",13,10
Graduate,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,60,301,Partner,1,3,1,"(50, 60]",5,6
Graduate,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,69,684,Partner,2,4,1,"(60, 70]",11,8
Graduate,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,60,499,Partner,1,3,1,"(50, 60]",9,7
Graduate,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,31,1004,Partner,0,2,0,"(30, 40]",10,10
Postgraduate,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,51,218,Partner,1,3,1,"(50, 60]",5,5
Graduate,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,53,606,Partner,1,3,1,"(50, 60]",6,12
Undergraduate,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,57,75,Partner,1,3,1,"(50, 60]",2,3
Graduate,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,57,106,Partner,3,5,1,"(50, 60]",2,4
Graduate,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,77,990,Partner,0,2,0,"(70, 80]",8,8
Graduate,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,56,1097,Alone,0,1,0,"(50, 60]",7,8
Undergraduate,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,29,16,Partner,0,2,0,"(20, 30]",1,2
Undergraduate,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,51,34,Partner,0,2,0,"(50, 60]",1,3
Postgraduate,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,35,1711,Partner,0,2,0,"(30, 40]",10,5
Postgraduate,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,68,438,Partner,2,4,1,"(60, 70]",10,4
Undergraduate,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,46,75,Partner,1,3,1,"(40, 50]",2,3
Postgraduate,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,65,225,Partner,1,3,1,"(60, 70]",4,6
Postgraduate,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,73,18,Partner,2,4,1,"(70, 80]",1,2
Graduate,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,44,470,Partner,1,3,1,"(40, 50]",5,10
Graduate,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,44,91,Alone,2,3,1,"(40, 50]",2,4
Postgraduate,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,34,2525,Alone,0,1,0,"(30, 40]",7,10
Graduate,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,75,504,Partner,1,3,1,"(70, 80]",10,6
Graduate,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,68,235,Partner,1,3,1,"(60, 70]",5,5
Postgraduate,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,64,1232,Alone,1,2,1,"(60, 70]",14,4
Undergraduate,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,67,88,Alone,2,3,1,"(60, 70]",4,3
Graduate,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,54,17,Alone,1,2,1,"(50, 60]",1,2
Graduate,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,40,24,Alone,1,2,1,"(30, 40]",1,3
Graduate,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,60,Partner,2,4,1,"(50, 60]",1,4
Postgraduate,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,73,1020,Alone,1,2,1,"(70, 80]",12,13
Postgraduate,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,63,155,Partner,1,3,1,"(60, 70]",4,4
Undergraduate,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,51,Partner,2,4,1,"(50, 60]",1,3
Postgraduate,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,55,1812,Alone,0,1,0,"(50, 60]",11,4
Postgraduate,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,56,1461,Alone,1,2,1,"(50, 60]",11,10
Graduate,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,65,96,Alone,1,2,1,"(60, 70]",3,2
Graduate,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,73,160,Alone,1,2,1,"(70, 80]",4,4
Postgraduate,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,56,139,Partner,2,4,1,"(50, 60]",3,4
Postgraduate,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,908,Alone,1,2,1,"(50, 60]",12,9
Undergraduate,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60,183,Partner,1,3,1,"(50, 60]",3,4
Postgraduate,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,56,1161,Partner,1,3,1,"(50, 60]",7,10
Postgraduate,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,53,988,Partner,0,2,0,"(50, 60]",8,5
Undergraduate,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,64,1072,Alone,1,2,1,"(60, 70]",12,12
Graduate,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,48,174,Partner,2,4,1,"(40, 50]",3,5
Graduate,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,66,758,Partner,1,3,1,"(60, 70]",11,8
Postgraduate,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,67,195,Partner,1,3,1,"(60, 70]",5,4
Graduate,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,31,Alone,1,2,1,"(40, 50]",2,2
Postgraduate,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,68,1084,Partner,0,2,0,"(60, 70]",7,9
Postgraduate,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,69,685,Partner,1,3,1,"(60, 70]",14,5
Postgraduate,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,60,1672,Partner,0,2,0,"(50, 60]",15,10
Graduate,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,35,43,Partner,0,2,0,"(30, 40]",2,3
Postgraduate,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,68,49,Partner,2,4,1,"(60, 70]",2,2
Graduate,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,60,133,Partner,1,3,1,"(50, 60]",3,4
Graduate,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,68,363,Partner,1,3,1,"(60, 70]",6,7
Graduate,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,70,545,Partner,1,3,1,"(60, 70]",6,10
Graduate,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,53,1065,Partner,1,3,1,"(50, 60]",18,11
Graduate,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,56,2047,Partner,0,2,0,"(50, 60]",14,6
Graduate,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,53,296,Partner,2,4,1,"(50, 60]",5,5
Graduate,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,50,140,Alone,2,3,1,"(40, 50]",3,4
